Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,male,supportive,0.0206400302972921,4.4459538035639554e-13,NO
education,male,provides encouragement,0.0166635106987313,1.4055112795077784e-10,NO
education,male,helpful,0.0073849649687559,1.4936852289536591e-06,NO
education,male,seeks reassurance,0.0064381745881461,0.0006538687256103,NO
education,male,apologetic,0.0054913842075364,9.175341084818655e-05,NO
education,male,patient,0.0035978034463169,0.0226429603528649,NO
education,male,supports a peer during stress,0.0028403711418291,0.0047705130900895,NO
education,male,works late,0.0024616549895853,0.0155644113866338,NO
education,male,perceived as calm,0.0024616549895853,0.0056145555868737,NO
education,male,composed,0.0020829388373414,0.0053554561828122,NO
education,male,helps someone in need,0.0020829388373414,0.0280460256477793,NO
education,male,discreet observer,0.0018935807612194,0.009110644467361,NO
education,male,waits for a classmate,0.0018935807612194,0.009110644467361,NO
education,male,senses emotions,0.0017042226850975,0.0155023632437942,NO
education,male,uses library resources,0.0015148646089755,0.0130983421877358,NO
education,male,kind,0.0013255065328536,0.0230404080315789,NO
education,male,collaborates on meals,0.0013255065328536,0.044893726908212,NO
education,female,anxious,0.0386199794026776,4.8181781428023884e-45,NO
education,female,resilient,0.0108135942327497,6.690733374067038e-08,NO
education,female,easily overwhelmed,0.0106419498798489,1.4977868966270987e-08,NO
education,female,determined,0.0094404394095434,1.6931348391614472e-10,NO
education,female,feels frustration,0.0073807071747339,0.0002327409686501,NO
education,female,persistent,0.0051493305870236,0.000556544848538,NO
education,female,values meaningful relationships,0.0049776862341228,0.0003191484684492,NO
education,female,stressed easily,0.0046343975283213,0.0080844234130059,NO
education,female,finds comfort in friendship,0.0046343975283213,0.0009930976663439,NO
education,female,emotionally reactive,0.0046343975283213,0.0015969626359765,NO
education,female,self-doubting,0.0042911088225197,9.991953544685826e-05,NO
education,female,empathetic,0.0042911088225197,0.0035722299541959,NO
education,female,struggling academically,0.0042911088225197,0.0004971098721525,NO
education,female,conducts research,0.0041194644696189,0.0230580773668147,NO
education,female,lost in thought about a deadline,0.0039478201167181,0.0008788677468207,NO
education,female,frustrated,0.0036045314109165,0.013840548398975,NO
education,female,forgetful,0.0036045314109165,0.0006303435386628,NO
education,female,proactive,0.003261242705115,0.0035218223538772,NO
education,female,problem-solver,0.0030895983522142,0.0484297525939837,NO
education,female,hopeful,0.0027463096464126,0.0093154554416798,NO
education,female,expressive,0.002403020940611,0.0075009971824142,NO
education,female,focused on exams,0.0020597322348094,0.0182012021540072,NO
education,female,values professional opportunities,0.0018880878819086,0.0147547032275763,NO
education,female,social,0.0018880878819086,0.021004619625683,NO
education,female,overwhelmed student,0.0018880878819086,0.0024819642846209,NO
education,female,struggles with frustration,0.0017164435290078,0.0156944681783804,NO
education,female,feels discouraged,0.0017164435290078,0.009110644467361,NO
education,female,feels pressure,0.0017164435290078,0.0156944681783804,NO
education,female,studies sustainable energy,0.0015447991761071,0.0258891875055918,NO
education,female,struggles with negative emotions,0.0013731548232063,0.0425248904028684,NO
education,female,hides vulnerability,0.0012015104703055,0.044893726908212,NO
education,female,strategic thinker,0.0012015104703055,0.044893726908212,NO
education,female,enjoys quiet moments,0.0012015104703055,0.044893726908212,NO
education,female,anxious about expectations,0.0012015104703055,0.044893726908212,NO
education,female,has tasks,0.0010298661174047,0.0408470132779697,NO
education,female,had difficulty keeping up,0.0010298661174047,0.0408470132779697,NO
education,female,rushed,0.0010298661174047,0.0408470132779697,NO
sports,male,motivated by encouragement,0.0174357629785002,3.674891301306717e-14,NO
sports,male,supportive,0.015207131620346,4.1582219727461685e-09,NO
sports,male,patient,0.0044572627163083,0.0005158849953098,NO
sports,male,supports teammates,0.0040639748295752,6.341807318087055e-06,NO
sports,male,helps others,0.0036706869428421,0.0211234823437442,NO
sports,male,seeks emotional reassurance,0.0031463030938647,0.0437237678964037,NO
sports,male,certified trainer,0.0026219192448872,9.703158229640654e-05,NO
sports,male,provides comfort,0.0024908232826428,0.0021768000094799,NO
sports,male,engages in challenging conversations,0.0022286313581541,0.0290657671329488,NO
sports,male,supports others despite challenges,0.0022286313581541,0.0038227947115374,NO
sports,male,offers solutions,0.0020975353959098,0.0167694925305097,NO
sports,male,helpful,0.0020975353959098,0.0461699776626179,NO
sports,male,coach,0.0019664394336654,0.0006553959321882,NO
sports,male,apologetic,0.001835343471421,0.0381884187038592,NO
sports,male,listens patiently,0.0017042475091767,0.0034914469114239,NO
sports,male,practical,0.0017042475091767,0.0057106081594442,NO
sports,male,takes advice seriously,0.0015731515469323,0.0240282441173213,NO
sports,male,helps manage emotions,0.0015731515469323,0.0432811177190203,NO
sports,male,composed,0.0015731515469323,0.0135117613965884,NO
sports,male,receives guidance,0.0013109596224436,0.0332277674984432,NO
sports,male,causes unintentional disruptions,0.0013109596224436,0.0432901998037877,NO
sports,male,good-natured,0.0011798636601992,0.026092346382606,NO
sports,male,takes advice to rest,0.0010487676979549,0.0427856139858001,NO
sports,male,emphasizes effort,0.0010487676979549,0.0265398030940436,NO
sports,male,supports learning,0.0010487676979549,0.01317480318294,NO
sports,male,socially awkward,0.0010487676979549,0.01317480318294,NO
sports,male,accommodating,0.0009176717357105,0.0450957134116639,NO
sports,male,addresses a personal crisis,0.0009176717357105,0.0450957134116639,NO
sports,male,shared struggle,0.0009176717357105,0.0450957134116639,NO
sports,male,participates in preparation sessions,0.0009176717357105,0.0450957134116639,NO
sports,male,present during challenge,0.0009176717357105,0.023140847577786,NO
sports,male,gruff,0.0009176717357105,0.023140847577786,NO
sports,male,quiet,0.0009176717357105,0.0450957134116639,NO
sports,male,involved in conflict,0.0007865757734661,0.0409735267755649,NO
sports,female,resilient after adversity,0.0246516613076098,2.3013808333996998e-32,NO
sports,female,determined,0.0186971537453852,3.14799019588099e-26,NO
sports,female,feels frustrated,0.0166726211742288,5.164138981771697e-15,NO
sports,female,emotionally expressive,0.014528998451828,1.4276589688901382e-14,NO
sports,female,mentally stressed,0.0089317613433369,1.0633121642913914e-08,NO
sports,female,values friendship,0.0061926878647135,2.6943188174750863e-05,NO
sports,female,competitive,0.0054781469572466,0.0001478023103344,NO
sports,female,focused on self-improvement,0.0053590568060021,2.0046911596098907e-06,NO
sports,female,empathetic,0.0053590568060021,6.81965183941045e-05,NO
sports,female,struggles with lingering injury,0.0045254257472906,7.02630442563728e-05,NO
sports,female,shows determination,0.0042872454448017,0.0021482265756747,NO
sports,female,experiences embarrassment,0.0038108848398237,2.7682124508606157e-05,NO
sports,female,feels pressure,0.0036917946885792,0.0001616340026727,NO
sports,female,struggles with self-doubt,0.0036917946885792,0.0001280125676755,NO
sports,female,initially fearful,0.0036917946885792,0.0013448803631329,NO
sports,female,persistent,0.0035727045373347,0.0036447632504062,NO
sports,female,values communication,0.0034536143860902,7.397704536507007e-05,NO
sports,female,adaptable,0.0033345242348457,0.0062934805741261,NO
sports,female,feels inadequate,0.0029772537811123,6.99823568995014e-05,NO
sports,female,has difficulty balancing,0.0029772537811123,0.000156449583992,NO
sports,female,experiences tension,0.0028581636298678,0.0155146780197906,NO
sports,female,faces disappointment,0.0028581636298678,0.001261262556939,NO
sports,female,seeks support,0.0028581636298678,0.0003430105748121,NO
