Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,black race,African American educators,0.0090510948905109,2.3341854408574382e-20,NO
education,black race,offers encouragement,0.0087591240875912,0.0026578260460033,NO
education,black race,showed frustration,0.0075912408759124,0.0020507571250402,NO
education,black race,shares personal stories,0.0052554744525547,0.0094153332095326,NO
education,black race,builds partnerships,0.0052554744525547,0.0497122184133032,NO
education,black race,software engineer,0.0046715328467153,0.0129932277419112,NO
education,black race,acknowledges diversity issues,0.0037956204379562,0.0004538622442306,NO
education,black race,shows sympathy,0.0035036496350364,0.0107592796022809,NO
education,black race,attends social justice conferences,0.0032116788321167,0.0173491486006342,NO
education,black race,observant,0.0026277372262773,0.0180700989291506,NO
education,black race,patient,0.0026277372262773,0.0180700989291506,NO
education,black race,senior,0.0026277372262773,0.0004781442219034,NO
education,black race,advocates for underrepresented markets,0.0023357664233576,0.0439645569458279,NO
education,black race,works in predominantly white company,0.0023357664233576,0.0231700628396575,NO
education,black race,Nigerian background,0.0023357664233576,2.3802675383232176e-05,NO
education,black race,explores African American literature,0.0023357664233576,0.0001711611619901,NO
education,black race,interested in systemic inequality,0.0020437956204379,0.014660927097039,NO
education,black race,ambitious,0.0017518248175182,0.0398340058002373,NO
education,black race,collaborates with coworker,0.0017518248175182,0.0258042607534399,NO
education,black race,charismatic,0.0017518248175182,0.0114490175345795,NO
education,black race,offers warmth,0.0017518248175182,0.0125559194101693,NO
education,black race,faced microaggressions,0.0017518248175182,0.007213129162552,NO
education,black race,values respect,0.0014598540145985,0.0007306208730114,NO
education,black race,researches American history,0.0014598540145985,0.0023166160267579,NO
education,black race,discusses historical figures and events,0.0014598540145985,0.0112062103397186,NO
education,black race,amplifies marginalized voices,0.0014598540145985,0.0389076277220773,NO
education,black race,feels anger,0.0014598540145985,0.00228197197239,NO
education,black race,struggles academically,0.0014598540145985,0.0025445715508124,NO
education,black race,engages in cultural exchanges,0.0011678832116788,9.357292068656381e-11,NO
education,black race,curious about African-American history,0.0011678832116788,0.0347554331697523,NO
education,black race,self-conscious,0.0011678832116788,0.0045351760084907,NO
education,black race,literature major,0.0011678832116788,0.0003560931488983,NO
education,black race,wears dreadlocks,0.0011678832116788,0.0072978331237756,NO
education,black race,struggling learner,0.0011678832116788,0.0125274320505969,NO
education,black race,feels overwhelmed,0.0011678832116788,1.2964740930518616e-05,NO
education,black race,digital strategist,0.0008759124087591,0.0291042102583809,NO
education,black race,discusses intersectionality,0.0008759124087591,0.0376741256203604,NO
education,black race,debate club member,0.0008759124087591,0.0291042102583809,NO
education,black race,feels accountable,0.0008759124087591,0.0052185631511802,NO
education,black race,values business models,0.0008759124087591,0.0212844704815404,NO
education,black race,initially nervous,0.0005839416058394,5.195376468393113e-21,NO
education,black race,from Japan,0.0005839416058394,0.0491850972134409,NO
education,black race,multilingual,0.0005839416058394,0.0016131079226207,NO
education,black race,fidgets,0.0005839416058394,0.001779761375507,NO
education,black race,Muslim,0.0005839416058394,0.0006160031268241,NO
education,black race,takes detailed notes,0.0005839416058394,0.0014568028461755,NO
education,black race,reflects on open-mindedness,0.0005839416058394,0.007129047569407,NO
education,black race,hopeful,0.0005839416058394,0.0404403413095341,NO
education,black race,wears casual clothing,0.0002919708029197,4.056351420999858e-05,NO
education,black race,faces mockery for accent,0.0002919708029197,0.0286092719498617,NO
education,black race,appreciates diverse perspectives,0.0002919708029197,0.0026800083156119,NO
education,black race,studies Ancient Chinese Histories,0.0002919708029197,0.0017313176367549,NO
education,black race,open to unconventional approaches,0.0002919708029197,0.0374125493809073,NO
education,black race,interested in forming connections,0.0002919708029197,0.0073682521409879,NO
education,black race,recent transfer student,0.0002919708029197,0.0355665400738951,NO
education,black race,feels threatened,0.0002919708029197,0.0139462759231915,NO
education,black race,unfamiliar with environment,0.0002919708029197,0.0374125493809073,NO
education,black race,immigrant,0.0002919708029197,0.0007874831673963,NO
education,black race,studies international relations,0.0002919708029197,0.0026800083156119,NO
