Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,Judaism,devout,0.0171673819742489,2.9231483701622357e-40,NO
education,Judaism,engages in interfaith dialogue,0.0159411404046597,0.0015147870380378,NO
education,Judaism,values interfaith outreach,0.0134886572654813,1.8948051622656828e-05,NO
education,Judaism,observant,0.0113427345187001,9.045692020014115e-10,NO
education,Judaism,feels disrespected,0.0070508890251379,0.003538637755003,NO
education,Judaism,values cultural heritage,0.0064377682403433,1.694078095477612e-07,NO
education,Judaism,wears headscarf,0.006131207847946,2.422954209893627e-11,NO
education,Judaism,identifies as Christian,0.0058246474555487,0.001627002762391,NO
education,Judaism,uneasy in interfaith settings,0.0058246474555487,0.0007308949950999,NO
education,Judaism,defensive in religious discussions,0.0052115266707541,3.215513928724316e-05,NO
education,Judaism,experiences frustration,0.0045984058859595,0.0053889438009337,NO
education,Judaism,expresses discomfort with anti-Semitic rhetoric,0.0045984058859595,0.0001740754438945,NO
education,Judaism,values core spiritual truths,0.0039852851011649,0.0120231210929747,NO
education,Judaism,discusses ritual significance,0.0039852851011649,0.0001291744065766,NO
education,Judaism,values faith deeply,0.0036787247087676,6.656186550983598e-09,NO
education,Judaism,practicing,0.003065603923973,1.4075351123892864e-06,NO
education,Judaism,interprets through Christian lens,0.003065603923973,0.0010823848284539,NO
education,Judaism,cites scripture,0.0027590435315757,3.2023611664433874e-06,NO
education,Judaism,practices meditation,0.0024524831391784,2.828738464994589e-75,NO
education,Judaism,traditional in beliefs,0.0024524831391784,0.0009013996706474,NO
education,Judaism,experiences discomfort in public religious settings,0.0021459227467811,0.0086404874534503,NO
education,Judaism,struggles with faith,0.0021459227467811,1.3234698486654328e-11,NO
education,Judaism,self-conscious,0.0021459227467811,0.0180390173585985,NO
education,Judaism,communicates,0.0018393623543838,0.0114795860179487,NO
education,Judaism,patient,0.0018393623543838,0.009567116832156,NO
education,Judaism,values family traditions,0.0018393623543838,0.0026518762426752,NO
education,Judaism,expresses concern for underrepresented spiritual traditions,0.0018393623543838,0.0026518762426752,NO
education,Judaism,manages scheduling conflicts,0.0015328019619865,0.0355665400738951,NO
